bus_id,route,passengers,speed_kmph,traffic,weather,time_period,day_type,congestion_score,delay_minutes
B020,R04,5,47,Low,Clear,Evening,Weekday,19.03,4.08
B028,R07,26,31,Medium,Clear,Night,Weekend,55.65,3.54
B011,R08,19,25,Medium,Clear,Afternoon,Weekday,53.35,5.49
B004,R01,30,41,Low,Cloudy,Afternoon,Weekend,35.51,4.74
B015,R01,22,27,Low,Clear,Afternoon,Weekday,27.88,6.2
B006,R08,52,33,High,Clear,Evening,Weekday,80.22,13.02
B049,R06,13,40,Medium,Clear,Evening,Weekday,38.82,8.27
B030,R06,5,33,Medium,Rain,Night,Weekday,35.15,8.62
B038,R05,47,22,High,Clear,Afternoon,Weekday,75.45,9.46
B002,R06,13,17,High,Clear,Night,Weekday,74.12,9.13
B015,R03,27,30,Medium,Rain,Night,Weekday,52.59,11.12
B011,R07,47,25,Medium,Clear,Evening,Weekday,73.71,11.7
B008,R08,49,29,High,Cloudy,Afternoon,Weekday,86.34,10.41
B026,R08,6,26,Medium,Rain,Morning,Weekday,35.32,9.35
B045,R02,18,32,Low,Rain,Morning,Weekday,28.01,8.23
B044,R01,42,27,Low,Clear,Evening,Weekday,44.13,6.29
B005,R08,44,20,Medium,Clear,Evening,Weekend,63.55,9.22
B006,R03,22,28,High,Clear,Evening,Weekend,68.82,7.53
B026,R08,20,26,Low,Rain,Evening,Weekday,34.44,9.51
B004,R04,57,24,Low,Rain,Morning,Weekend,43.24,9.15
B019,R03,33,16,High,Clear,Afternoon,Weekend,77.36,9.42
B020,R05,48,9,High,Cloudy,Night,Weekday,87.94,10.43
B033,R04,15,43,Low,Rain,Morning,Weekday,25.62,9.06
B020,R04,10,25,Medium,Clear,Afternoon,Weekday,47.46,4.53
B049,R08,7,42,Medium,Clear,Evening,Weekday,42.85,5.13
B012,R06,18,34,Low,Clear,Night,Weekend,29.98,3.39
B047,R08,6,8,High,Clear,Afternoon,Weekday,65.07,10.39
B001,R03,36,30,Low,Rain,Afternoon,Weekend,36.51,6.72
B026,R05,35,42,Low,Rain,Night,Weekday,44.43,6.85
B014,R01,15,29,Low,Clear,Afternoon,Weekday,28.77,5.22
B038,R07,26,44,Low,Clear,Afternoon,Weekday,35.75,5.07
B037,R06,7,40,Low,Clear,Night,Weekday,29.16,3.24
B011,R03,54,26,Low,Cloudy,Night,Weekday,49.94,7.16
B036,R01,35,25,High,Cloudy,Morning,Weekend,72.74,11.77
B013,R03,37,44,Low,Clear,Evening,Weekend,42.1,3.71
B043,R06,28,8,High,Cloudy,Evening,Weekday,75.26,14.78
B003,R01,5,19,Medium,Clear,Afternoon,Weekday,38.98,9.06
B033,R06,48,31,Medium,Clear,Evening,Weekday,69.7,8.79
B006,R03,19,25,Low,Rain,Morning,Weekend,24.35,9.34
B050,R04,41,26,Low,Clear,Afternoon,Weekday,37.74,4.06
B010,R07,31,36,Medium,Clear,Evening,Weekday,53.4,9.41
B005,R02,42,29,Medium,Clear,Evening,Weekday,54.62,12.01
B023,R07,52,12,High,Clear,Afternoon,Weekday,85.91,9.95
B010,R04,31,15,High,Cloudy,Night,Weekday,72.18,9.3
B044,R06,48,35,Medium,Cloudy,Morning,Weekend,65.13,8.76
B002,R07,16,30,Medium,Rain,Afternoon,Weekend,56.63,7.82
B013,R06,7,20,High,Clear,Afternoon,Weekend,63.3,8.37
B040,R06,34,21,Medium,Clear,Evening,Weekday,59.41,13.95
B002,R01,36,10,High,Clear,Night,Weekday,77.9,10.42
B020,R05,27,31,High,Cloudy,Evening,Weekend,71.92,7.65
B001,R06,6,40,Low,Clear,Afternoon,Weekday,26.65,2.85
B037,R07,11,17,Low,Rain,Afternoon,Weekday,20.81,8.66
B009,R07,38,34,Medium,Clear,Evening,Weekday,63.98,7.48
B017,R07,36,26,Medium,Clear,Night,Weekday,54.13,6.93
B009,R04,57,27,Medium,Clear,Afternoon,Weekday,75.24,10.5
B011,R02,43,23,High,Rain,Morning,Weekend,79.66,15.73
B015,R06,36,35,Low,Clear,Night,Weekend,33.88,3.85
B024,R08,47,29,Low,Clear,Afternoon,Weekday,44.01,5.81
B038,R06,47,33,Low,Clear,Night,Weekday,35.64,4.2
B035,R06,18,31,Medium,Clear,Night,Weekday,43.63,7.22
B030,R08,7,28,Medium,Clear,Morning,Weekday,45.87,11.73
B031,R01,50,25,Low,Clear,Afternoon,Weekend,50.89,5.25
B049,R06,36,12,Medium,Clear,Night,Weekday,55.06,8.58
B005,R04,47,30,Low,Clear,Afternoon,Weekday,49.88,7.02
B044,R03,40,20,Low,Clear,Afternoon,Weekday,37.94,6.12
B050,R05,21,42,Medium,Clear,Night,Weekend,51.41,4.43
B014,R07,52,23,Medium,Cloudy,Evening,Weekday,66.95,12.91
B011,R06,7,35,Medium,Clear,Night,Weekday,51.15,4.14
B009,R01,14,23,High,Clear,Evening,Weekday,71.42,9.5
B034,R04,57,18,High,Clear,Evening,Weekday,87.48,14.21
B012,R06,51,24,Low,Clear,Evening,Weekday,57.68,8.7
B035,R08,44,21,Medium,Cloudy,Evening,Weekend,61.72,8.07
B035,R01,22,37,Medium,Cloudy,Night,Weekday,51.08,6.96
B001,R03,7,20,High,Cloudy,Evening,Weekday,65.16,10.58
B040,R02,43,13,High,Clear,Afternoon,Weekday,79.4,11.34
B022,R06,14,26,Low,Clear,Night,Weekday,33.92,4.86
B029,R04,56,46,Low,Clear,Morning,Weekend,47.52,3.64
B008,R01,13,29,Medium,Clear,Evening,Weekday,49.74,10.39
B011,R08,50,17,Medium,Clear,Night,Weekday,51.29,11.78
B041,R01,59,50,Low,Clear,Evening,Weekend,50.16,4.78
B037,R06,50,28,Low,Cloudy,Afternoon,Weekday,43.32,8.98
B014,R01,15,13,Medium,Clear,Evening,Weekday,47.86,10.0
B030,R02,37,34,Low,Rain,Night,Weekend,32.71,2.52
B035,R01,40,47,Low,Clear,Afternoon,Weekend,39.09,4.28
B021,R07,30,31,Low,Cloudy,Evening,Weekday,35.92,4.22
B037,R05,31,24,Low,Clear,Morning,Weekday,33.72,6.89
B005,R07,42,19,Medium,Rain,Evening,Weekday,63.99,14.32
B019,R05,26,24,Medium,Clear,Evening,Weekend,53.32,9.43
B014,R01,30,48,Low,Clear,Afternoon,Weekend,38.18,2.08
B026,R08,26,48,Low,Clear,Evening,Weekday,37.88,6.94
B004,R08,9,14,Low,Rain,Night,Weekday,29.78,9.89
B025,R06,39,35,Medium,Rain,Night,Weekend,57.59,7.96
B045,R08,6,34,Low,Clear,Afternoon,Weekday,21.01,3.81
B042,R05,39,25,Medium,Cloudy,Night,Weekday,67.52,8.46
B025,R04,13,28,Low,Clear,Morning,Weekday,21.91,4.84
B018,R05,55,35,Low,Clear,Evening,Weekday,45.4,6.98
B040,R07,55,21,Low,Clear,Afternoon,Weekend,46.69,7.82
B008,R01,53,13,Low,Rain,Night,Weekend,42.22,12.83
B039,R06,22,36,Medium,Clear,Morning,Weekday,51.56,9.01
B040,R03,47,20,Medium,Clear,Morning,Weekend,69.58,9.78
B014,R06,16,28,High,Clear,Afternoon,Weekday,58.44,11.54
B032,R06,7,43,Low,Clear,Afternoon,Weekend,20.92,1.25
B038,R06,22,39,Low,Clear,Night,Weekday,31.6,4.68
B033,R04,60,33,Low,Clear,Evening,Weekend,57.82,8.8
B023,R02,42,28,High,Clear,Morning,Weekday,73.53,10.09
B015,R07,11,21,Low,Clear,Morning,Weekday,29.84,4.6
B033,R01,37,12,Medium,Clear,Afternoon,Weekend,57.68,9.35
B025,R02,10,47,Low,Clear,Morning,Weekday,25.81,6.37
B017,R03,22,22,Low,Rain,Afternoon,Weekend,37.14,8.69
B033,R02,49,26,High,Clear,Evening,Weekday,83.84,13.57
B047,R01,26,33,Medium,Cloudy,Afternoon,Weekday,52.84,7.13
B002,R07,55,22,High,Clear,Evening,Weekend,88.17,12.05
B014,R07,43,29,Medium,Clear,Night,Weekday,62.51,8.34
B040,R01,55,35,Medium,Clear,Afternoon,Weekday,62.06,9.66
B040,R03,13,50,Low,Cloudy,Night,Weekday,27.31,3.74
B039,R01,39,24,Medium,Rain,Evening,Weekday,61.67,12.87
B006,R03,27,41,Low,Clear,Morning,Weekday,25.43,6.6
B006,R03,16,31,Medium,Clear,Night,Weekday,52.32,7.43
B003,R01,56,40,Medium,Cloudy,Afternoon,Weekday,72.58,6.05
B007,R05,28,14,High,Clear,Afternoon,Weekday,75.26,12.48
B008,R07,54,20,Medium,Cloudy,Night,Weekend,60.28,7.17
B042,R03,44,26,Medium,Clear,Night,Weekday,58.76,8.39
B015,R01,13,47,Low,Cloudy,Night,Weekday,14.87,2.15
B047,R08,17,35,Low,Clear,Afternoon,Weekday,26.71,4.38
B029,R05,44,32,Low,Clear,Night,Weekday,37.43,6.8
B033,R07,58,32,Medium,Cloudy,Night,Weekday,68.66,8.83
B030,R03,46,9,High,Clear,Evening,Weekday,88.01,12.72
B039,R07,21,44,Low,Clear,Night,Weekend,27.99,2.09
B027,R05,11,50,Low,Clear,Night,Weekend,27.56,2.63
B036,R07,21,26,Medium,Clear,Afternoon,Weekday,50.06,8.98
B029,R04,59,18,High,Clear,Afternoon,Weekday,84.98,13.47
B038,R06,54,26,Medium,Rain,Morning,Weekday,74.05,15.7
B033,R04,28,37,Low,Cloudy,Afternoon,Weekday,38.14,3.91
B037,R05,6,14,High,Clear,Afternoon,Weekend,57.46,7.36
B027,R03,39,8,High,Rain,Afternoon,Weekday,81.74,13.64
B033,R01,32,33,Low,Clear,Afternoon,Weekday,34.96,5.18
B004,R02,23,28,High,Cloudy,Night,Weekday,74.06,6.93
B022,R01,37,13,Medium,Clear,Morning,Weekday,51.79,11.8
B002,R07,25,13,Medium,Cloudy,Afternoon,Weekday,50.76,7.4
B010,R02,57,31,Medium,Cloudy,Night,Weekday,70.27,7.43
B005,R02,14,29,High,Cloudy,Afternoon,Weekend,61.56,8.29
B010,R07,57,21,Medium,Clear,Morning,Weekday,69.79,8.91
B033,R07,50,35,Low,Clear,Evening,Weekend,43.33,6.62
B038,R03,49,8,High,Clear,Evening,Weekday,84.72,14.83
B013,R05,13,33,Low,Clear,Morning,Weekday,31.6,6.25
B031,R08,42,41,Medium,Clear,Night,Weekday,74.53,8.12
B047,R01,10,34,Medium,Cloudy,Night,Weekday,45.39,7.75
B036,R05,55,19,Low,Rain,Morning,Weekday,46.56,11.35
B045,R04,57,38,Low,Clear,Evening,Weekend,58.16,2.01
B024,R03,46,22,High,Clear,Afternoon,Weekday,88.67,12.32
B015,R03,59,29,Medium,Rain,Evening,Weekend,78.38,12.07
B029,R08,39,27,Medium,Rain,Afternoon,Weekday,60.69,11.69
B008,R04,22,30,Medium,Clear,Morning,Weekday,55.08,10.63
B005,R01,57,14,Medium,Clear,Morning,Weekday,68.74,8.52
B029,R06,23,24,Medium,Cloudy,Morning,Weekday,51.78,9.09
B047,R04,9,38,Low,Cloudy,Evening,Weekday,25.05,8.44
B004,R01,29,36,Medium,Clear,Morning,Weekday,56.58,8.07
B012,R02,15,17,High,Cloudy,Evening,Weekday,67.87,13.1
B045,R07,14,19,Medium,Cloudy,Night,Weekday,53.94,6.0
B002,R03,21,48,Low,Clear,Afternoon,Weekday,33.38,4.52
B027,R01,40,26,High,Cloudy,Afternoon,Weekday,81.01,8.04
B031,R05,30,11,High,Clear,Afternoon,Weekend,75.81,11.07
B036,R08,35,36,Low,Cloudy,Morning,Weekend,35.37,5.14
B036,R07,36,28,High,Clear,Afternoon,Weekday,72.58,11.74
B026,R05,25,32,Medium,Clear,Morning,Weekend,57.5,9.74
B043,R07,22,48,Low,Cloudy,Evening,Weekday,35.98,4.93
B027,R03,22,24,Low,Cloudy,Morning,Weekday,25.47,9.78
B005,R04,5,9,Medium,Rain,Afternoon,Weekday,37.07,9.7
B020,R06,18,28,High,Clear,Morning,Weekday,72.5,11.4
B011,R04,12,40,Low,Clear,Morning,Weekday,24.4,5.53
B010,R01,6,14,Low,Rain,Evening,Weekday,18.05,9.79
B040,R08,55,41,Low,Cloudy,Morning,Weekday,39.48,8.42
B038,R04,19,27,Medium,Rain,Afternoon,Weekday,47.19,8.93
B006,R03,38,30,Low,Clear,Morning,Weekday,39.65,6.57
B008,R08,40,34,Low,Clear,Night,Weekend,38.59,4.69
B023,R01,5,34,Medium,Clear,Morning,Weekday,35.87,8.94
B047,R02,55,8,High,Rain,Night,Weekend,84.56,13.81
B026,R04,25,15,Medium,Rain,Afternoon,Weekend,55.28,9.36
B046,R04,46,41,Medium,Clear,Night,Weekday,70.92,6.39
B043,R06,5,13,Medium,Clear,Night,Weekday,42.73,7.45
B012,R01,36,17,Medium,Clear,Night,Weekday,63.16,9.5
B026,R05,24,12,High,Cloudy,Night,Weekday,75.6,8.79
B013,R04,58,20,High,Clear,Night,Weekday,86.1,10.13
B040,R03,51,38,Low,Cloudy,Morning,Weekday,50.19,8.48
B018,R04,40,23,Medium,Clear,Evening,Weekday,65.62,9.12
B025,R06,43,17,Medium,Clear,Night,Weekday,59.08,8.1
B033,R02,34,27,Medium,Clear,Afternoon,Weekday,57.09,7.75
B047,R06,11,34,Medium,Cloudy,Afternoon,Weekday,42.67,5.1
B040,R04,26,8,High,Clear,Morning,Weekday,66.71,11.61
B043,R08,54,22,High,Rain,Evening,Weekday,92.12,15.5
B012,R05,49,35,Medium,Cloudy,Evening,Weekday,72.51,10.84
B044,R07,14,14,High,Clear,Night,Weekday,66.69,8.69
B036,R04,60,18,High,Clear,Afternoon,Weekday,87.33,10.13
B048,R01,12,25,High,Rain,Afternoon,Weekday,71.34,13.09
B004,R04,31,9,High,Clear,Morning,Weekday,81.38,11.45
B005,R05,14,47,Low,Clear,Night,Weekday,22.67,2.48
B037,R01,18,37,Low,Rain,Afternoon,Weekend,29.7,3.07
B008,R03,50,12,High,Cloudy,Night,Weekday,94.9,13.1
B042,R08,56,12,High,Clear,Evening,Weekday,97.11,15.74
B049,R01,58,28,High,Clear,Night,Weekend,84.38,9.45
B028,R06,15,30,Low,Rain,Night,Weekend,20.54,6.79
B031,R02,10,37,Medium,Clear,Morning,Weekend,46.76,6.54
B009,R06,25,32,Low,Clear,Morning,Weekday,36.06,5.1
B029,R07,37,37,Medium,Clear,Evening,Weekday,62.1,10.05
B014,R01,23,48,Low,Clear,Evening,Weekday,34.23,7.93
B040,R03,43,35,Low,Rain,Night,Weekday,42.92,8.22
B041,R04,28,24,Low,Cloudy,Afternoon,Weekend,31.88,6.07
B022,R08,22,42,Medium,Cloudy,Night,Weekday,47.83,4.81
B011,R01,39,29,Medium,Rain,Evening,Weekday,63.52,10.89
B023,R06,56,36,Low,Clear,Morning,Weekday,44.47,8.36
B001,R01,47,45,Low,Clear,Morning,Weekend,35.16,7.87
B046,R01,41,42,Low,Cloudy,Evening,Weekday,41.22,6.17
B037,R01,23,29,High,Clear,Night,Weekend,72.93,7.73
B021,R03,57,40,Low,Clear,Afternoon,Weekday,58.12,6.67
B026,R08,28,30,Low,Clear,Morning,Weekend,34.17,5.35
B046,R05,60,12,High,Clear,Night,Weekday,83.37,12.57
B036,R05,38,34,Medium,Clear,Afternoon,Weekend,65.1,4.97
B023,R01,26,31,Medium,Clear,Evening,Weekday,52.75,9.81
B001,R03,8,38,Medium,Clear,Night,Weekend,43.2,4.53
B040,R03,14,27,High,Clear,Afternoon,Weekday,61.18,6.4
B015,R07,6,28,Low,Clear,Night,Weekday,25.55,3.25
B021,R01,12,12,High,Clear,Morning,Weekday,66.78,11.91
B047,R06,37,8,High,Rain,Evening,Weekday,78.9,17.77
B009,R06,42,24,Medium,Rain,Morning,Weekday,65.69,10.39
B009,R02,47,17,Medium,Cloudy,Morning,Weekday,68.79,12.15
B010,R08,32,8,Medium,Rain,Night,Weekday,57.6,12.36
B026,R01,14,13,Low,Rain,Evening,Weekday,29.69,12.26
B041,R02,49,25,Low,Clear,Night,Weekday,46.23,6.53
B035,R06,5,27,High,Clear,Afternoon,Weekday,70.86,9.39
B025,R06,38,10,Medium,Rain,Evening,Weekday,54.47,16.59
B026,R01,7,40,Medium,Cloudy,Morning,Weekday,38.07,7.47
B011,R02,13,15,High,Clear,Morning,Weekday,60.56,9.75
B038,R02,9,14,Medium,Cloudy,Morning,Weekday,47.09,11.51
B002,R01,46,32,Low,Clear,Night,Weekday,42.43,6.88
B007,R08,14,35,Medium,Clear,Night,Weekday,41.47,6.73
B018,R07,16,21,Medium,Clear,Night,Weekday,47.03,10.24
B027,R02,22,28,Low,Clear,Evening,Weekend,41.79,8.55
B034,R07,25,20,High,Clear,Evening,Weekday,74.64,12.52
B027,R04,25,23,Low,Rain,Evening,Weekend,39.87,8.1
B017,R08,5,38,Medium,Clear,Evening,Weekday,35.98,7.21
B043,R06,7,25,Low,Clear,Afternoon,Weekday,24.96,5.37
B044,R05,9,21,Medium,Clear,Morning,Weekday,47.06,8.74
B024,R08,29,35,Medium,Cloudy,Night,Weekday,57.96,6.25
B025,R07,53,22,Medium,Rain,Night,Weekday,65.23,11.17
B007,R07,12,17,High,Clear,Afternoon,Weekend,70.93,10.1
B006,R07,21,49,Low,Clear,Morning,Weekday,32.96,5.53
B024,R03,13,8,High,Clear,Morning,Weekday,66.94,11.07
B033,R08,36,24,Medium,Cloudy,Afternoon,Weekday,55.86,9.11
B049,R02,10,8,High,Clear,Evening,Weekend,57.57,12.0
B029,R02,53,31,Medium,Clear,Morning,Weekend,56.92,8.69
B043,R03,44,21,Low,Clear,Evening,Weekday,38.63,7.22
B022,R02,25,22,Low,Clear,Afternoon,Weekend,31.73,4.86
B026,R03,11,16,High,Rain,Night,Weekday,62.12,12.04
B028,R07,11,8,High,Clear,Night,Weekday,67.22,11.52
B050,R01,51,25,Low,Clear,Night,Weekday,49.61,5.77
B021,R08,43,33,Medium,Rain,Night,Weekday,55.25,9.77
B049,R04,58,11,Medium,Rain,Morning,Weekday,71.75,16.35
B007,R07,31,14,High,Clear,Evening,Weekend,75.37,11.16
B017,R04,12,27,High,Rain,Night,Weekend,57.38,10.18
B020,R06,13,10,High,Cloudy,Night,Weekend,71.04,11.86
B041,R07,32,20,High,Clear,Night,Weekday,71.32,8.74
B049,R05,19,24,High,Clear,Afternoon,Weekday,82.35,11.21
B020,R02,6,38,Low,Clear,Morning,Weekday,28.84,4.93
B022,R05,11,15,High,Clear,Afternoon,Weekend,64.79,8.97
B028,R01,51,12,Medium,Clear,Evening,Weekend,65.49,11.12
B040,R04,22,8,High,Cloudy,Night,Weekday,64.04,10.29
B049,R08,26,22,Medium,Rain,Morning,Weekday,61.78,10.47
B007,R07,54,29,Low,Clear,Morning,Weekday,42.75,7.15
B001,R08,14,35,Medium,Clear,Morning,Weekday,47.21,7.55
B032,R01,58,31,Medium,Clear,Afternoon,Weekday,65.79,7.27
B013,R01,54,49,Low,Cloudy,Afternoon,Weekday,49.31,5.03
B030,R02,37,37,Medium,Cloudy,Afternoon,Weekday,58.4,5.98
B023,R01,11,14,Medium,Clear,Afternoon,Weekend,42.37,5.57
B019,R07,7,25,Medium,Cloudy,Evening,Weekend,45.82,5.51
B032,R07,18,19,Medium,Clear,Night,Weekday,56.52,10.33
B030,R08,48,35,Low,Cloudy,Night,Weekday,44.24,5.77
B029,R08,50,21,High,Clear,Afternoon,Weekday,74.05,9.71
B049,R04,40,12,High,Clear,Afternoon,Weekend,81.88,8.57
B045,R07,17,23,Low,Clear,Afternoon,Weekday,21.12,4.82
B029,R05,20,23,High,Rain,Evening,Weekday,63.15,11.07
B030,R04,20,36,Medium,Cloudy,Evening,Weekend,42.63,6.62
B016,R02,58,13,Low,Rain,Morning,Weekend,52.53,12.14
B040,R04,9,32,Medium,Clear,Night,Weekend,37.24,4.43
B019,R03,56,37,Medium,Clear,Afternoon,Weekend,72.94,7.81
B018,R08,29,34,Medium,Clear,Morning,Weekday,58.55,9.91
B001,R05,42,17,High,Cloudy,Night,Weekend,76.69,10.69
B014,R08,42,15,Medium,Rain,Morning,Weekday,63.4,13.13
B047,R03,54,16,Low,Rain,Evening,Weekday,52.89,13.94
B050,R03,42,31,High,Cloudy,Evening,Weekday,78.09,13.29
B002,R06,43,47,Low,Cloudy,Morning,Weekday,47.66,5.2
B028,R07,60,25,Medium,Rain,Morning,Weekday,70.84,11.7
B049,R02,60,35,Low,Clear,Night,Weekend,46.55,4.74
B050,R01,52,39,Low,Rain,Afternoon,Weekday,50.13,7.79
B030,R03,45,13,Medium,Rain,Night,Weekend,58.87,12.62
B038,R04,30,41,Low,Clear,Night,Weekday,41.93,5.92
B004,R01,17,40,Medium,Cloudy,Evening,Weekday,42.74,8.28
B001,R04,48,33,Low,Clear,Evening,Weekday,50.55,8.34
B008,R08,55,17,Medium,Clear,Morning,Weekday,68.59,9.3
B029,R04,30,13,Medium,Cloudy,Evening,Weekday,58.56,12.41
B039,R01,59,20,Low,Clear,Night,Weekend,47.53,6.83
B003,R01,59,23,High,Clear,Morning,Weekday,91.46,10.85
B032,R07,5,38,Low,Rain,Morning,Weekend,9.85,4.43
B010,R04,12,38,Low,Clear,Evening,Weekday,27.09,4.33
B010,R02,8,38,Medium,Clear,Afternoon,Weekday,37.43,5.99
B019,R07,25,34,Medium,Cloudy,Evening,Weekend,56.24,4.06
B046,R05,26,18,Medium,Clear,Morning,Weekday,50.33,7.95
B034,R06,55,41,Low,Clear,Morning,Weekday,44.78,7.94
B033,R05,57,18,High,Clear,Afternoon,Weekday,82.68,10.58
B023,R02,41,16,Medium,Clear,Night,Weekend,61.42,5.3
B028,R07,53,22,Low,Clear,Morning,Weekday,42.26,7.71
B032,R06,7,19,Medium,Rain,Afternoon,Weekday,43.24,9.71
B050,R07,23,8,High,Clear,Night,Weekday,69.87,12.09
B007,R01,5,40,Medium,Clear,Evening,Weekend,37.38,7.28
B029,R06,33,17,Low,Rain,Afternoon,Weekday,34.56,9.89
B008,R08,27,8,Medium,Rain,Night,Weekday,50.55,12.62
B001,R04,37,22,Low,Clear,Morning,Weekday,43.35,5.51
B003,R05,59,13,Medium,Clear,Morning,Weekday,75.18,13.29
B024,R06,56,8,High,Cloudy,Afternoon,Weekday,81.4,13.87
B023,R04,45,29,Medium,Cloudy,Evening,Weekday,63.47,9.16
B008,R07,27,13,Medium,Cloudy,Afternoon,Weekday,52.1,4.15
B047,R02,9,18,High,Clear,Morning,Weekday,60.1,12.81
B037,R06,11,29,Medium,Clear,Night,Weekday,46.23,2.59
B003,R04,10,41,Medium,Clear,Evening,Weekend,47.35,7.29
B033,R07,53,37,Low,Cloudy,Night,Weekday,33.19,5.28
B028,R07,26,19,Medium,Cloudy,Afternoon,Weekday,58.02,7.22
B047,R07,53,23,Medium,Clear,Afternoon,Weekday,70.05,8.23
B008,R02,17,34,Medium,Clear,Night,Weekday,48.37,6.76
B034,R01,16,8,High,Rain,Night,Weekday,63.61,9.68
B035,R02,8,22,High,Clear,Night,Weekend,66.45,7.67
B032,R02,12,12,Medium,Clear,Afternoon,Weekday,42.73,5.98
B024,R08,41,33,Medium,Cloudy,Night,Weekend,66.85,5.84
B014,R05,35,36,Medium,Clear,Morning,Weekend,61.99,7.86
B032,R07,41,48,Low,Clear,Night,Weekday,40.6,5.91
B046,R04,49,36,Low,Clear,Morning,Weekday,40.47,6.28
B043,R06,30,8,High,Cloudy,Morning,Weekday,77.48,15.15
B016,R05,47,31,Medium,Clear,Night,Weekend,67.46,5.66
B004,R07,12,22,High,Rain,Evening,Weekday,64.33,12.32
B037,R03,44,36,Low,Clear,Evening,Weekday,44.06,9.22
B021,R02,37,36,Medium,Cloudy,Evening,Weekend,56.1,7.83
B014,R03,49,17,Medium,Clear,Morning,Weekday,55.79,10.97
B031,R07,33,16,Medium,Clear,Evening,Weekday,48.19,9.91
B048,R05,9,30,High,Cloudy,Evening,Weekday,65.28,9.8
B018,R04,32,8,High,Clear,Night,Weekday,83.62,11.56
B007,R05,57,30,Low,Cloudy,Afternoon,Weekday,43.66,8.59
B010,R08,44,30,Low,Clear,Morning,Weekday,37.98,7.87
B007,R04,21,30,Low,Clear,Afternoon,Weekday,32.0,5.88
B033,R04,59,23,Medium,Clear,Morning,Weekend,69.68,11.09
B023,R07,27,23,Medium,Cloudy,Morning,Weekday,54.93,8.64
B021,R01,49,13,Medium,Clear,Evening,Weekday,67.09,10.05
B019,R07,13,8,Medium,Rain,Night,Weekday,46.41,9.44
B048,R02,6,39,Medium,Clear,Afternoon,Weekend,43.68,3.39
B019,R05,36,10,High,Clear,Afternoon,Weekend,72.37,8.47
B036,R04,55,31,Medium,Clear,Evening,Weekday,65.41,11.97
B029,R07,56,25,Medium,Clear,Afternoon,Weekday,74.31,6.01
B018,R07,53,41,Low,Clear,Afternoon,Weekend,48.86,5.53
B002,R05,35,27,Medium,Cloudy,Morning,Weekday,58.9,7.5
B001,R05,11,35,Medium,Clear,Night,Weekday,41.14,8.93
B047,R08,34,42,Medium,Clear,Night,Weekday,52.98,7.2
B005,R04,7,10,High,Rain,Afternoon,Weekend,58.13,10.07
B020,R06,55,20,High,Clear,Afternoon,Weekend,78.32,9.19
B011,R08,55,18,High,Clear,Morning,Weekday,86.15,12.53
B042,R03,60,22,Medium,Clear,Evening,Weekday,68.05,12.19
B002,R02,13,24,Medium,Clear,Morning,Weekend,47.42,8.2
B003,R02,14,17,Medium,Clear,Evening,Weekday,52.18,9.78
B023,R06,50,36,Low,Clear,Evening,Weekday,41.87,6.86
B012,R01,54,31,Low,Clear,Morning,Weekday,53.25,7.55
B020,R08,51,47,Low,Cloudy,Night,Weekday,48.07,7.09
B005,R06,30,47,Low,Cloudy,Morning,Weekend,42.11,7.93
B037,R01,5,35,Medium,Cloudy,Evening,Weekday,36.8,9.65
B038,R01,34,8,High,Clear,Night,Weekday,82.86,9.69
B030,R06,42,40,Low,Clear,Night,Weekday,37.63,7.43
B009,R02,19,13,High,Clear,Morning,Weekend,65.52,10.12
B034,R03,29,37,Low,Clear,Night,Weekend,34.2,4.0
B044,R02,10,38,Low,Clear,Night,Weekday,20.76,2.27
B035,R07,22,18,Medium,Clear,Morning,Weekend,53.15,8.71
B022,R02,5,34,Medium,Clear,Afternoon,Weekday,46.71,4.9
B044,R02,60,49,Low,Cloudy,Night,Weekend,52.47,6.34
B024,R08,7,31,Low,Clear,Morning,Weekday,23.22,9.92
B017,R06,21,15,Medium,Rain,Morning,Weekday,56.4,12.24
B010,R06,52,43,Low,Cloudy,Afternoon,Weekday,48.14,6.16
B030,R07,12,40,Medium,Clear,Night,Weekday,45.27,5.42
B046,R07,53,14,Medium,Clear,Evening,Weekend,65.86,10.78
B023,R08,44,21,Low,Cloudy,Evening,Weekend,37.58,6.99
B032,R06,21,8,High,Cloudy,Night,Weekday,65.68,11.07
B017,R02,29,50,Low,Clear,Night,Weekday,32.23,4.56
B050,R03,45,33,Medium,Clear,Morning,Weekend,57.24,8.71
B017,R01,16,8,High,Clear,Morning,Weekday,62.25,13.02
B014,R05,33,30,High,Clear,Evening,Weekday,71.92,10.77
B009,R01,29,19,Medium,Rain,Night,Weekend,59.87,13.77
B040,R07,55,15,Medium,Clear,Morning,Weekday,63.46,10.12
B002,R07,40,44,Low,Clear,Evening,Weekday,44.12,5.89
B045,R01,57,37,Medium,Clear,Evening,Weekday,65.3,6.15
B025,R05,58,8,Medium,Rain,Afternoon,Weekday,69.95,13.92
B039,R02,29,28,Medium,Cloudy,Night,Weekday,50.43,3.23
B009,R03,33,8,High,Cloudy,Afternoon,Weekday,77.48,10.57
B022,R03,15,38,Low,Rain,Morning,Weekday,38.89,7.23
B043,R01,8,25,High,Rain,Morning,Weekday,60.51,10.56
B046,R05,18,13,High,Cloudy,Evening,Weekday,67.53,12.18
B004,R08,50,18,Medium,Clear,Morning,Weekday,59.06,13.31
B026,R07,42,20,Medium,Clear,Afternoon,Weekend,66.5,8.77
